script,model,district,loglik,loglik.se,etime,gamma,eps,m,beta.trend,log.beta1,log.beta2,log.beta3,log.beta4,log.beta5,log.beta6,log.omega1,log.omega2,log.omega3,log.omega4,log.omega5,log.omega6,sigma,tau,rho,delta,clin,alpha,S.0,I.0,R1.0,R2.0,R3.0,Y.0
mif2h,king2008,Dacca,-3857.33866522093,2.36814042326458,0.120012783673075,11.4519371132796,41.397295980318,0.0551459647109923,-0.00548030445598186,-3.29414290507816,7.23095157626962,-5.9670862221257,3.77193869290511,2.47919265606045,5.05227909562988,-2.94941184370237,1.72153610061018,-10.4360409915122,-3.36238404601783,-9.3998414400752,-2.1553663315318,3.68363978407414,0.273680014997423,0,0.02,1,1,0.134309232711511,0.684919023813232,0.0239509446133789,0.0899266429719379,0.0668941558899403,0
mif2h,king2008,Dacca,-3963.82462629657,1.54806980343616,0.0995231972800361,0.0607773425000494,2.75898622668261,0.244359781446373,0.00241086956585522,0.264901268183826,5.12791379624106,-3.03488487063514,2.01865372116276,3.84493142723006,2.66430534123254,-6.0772174927446,-11.7354458754815,-3.76691686918788,-9.22595539923348,-8.51736828428573,-11.4838711953742,3.95463241679008,0.190989568298834,0,0.02,1,1,0.284541946151789,0.24099491829684,0.161924912993537,0.0309274701082211,0.281610752449612,0
mif2h,king2008,Dacca,-3866.08203302425,2.4113473646285,0.108168860077858,15.5610960380405,8.17913183510481,0.0395542781377839,-0.00343790010384205,0.273760183469498,6.92514208668012,-5.52614607914496,5.02385120144257,2.60106496397879,4.84239471658546,-8.08205800953246,-8.73274519643297,-0.757194178461898,-11.7797655609688,-3.80990081292228,-7.20613244937458,3.45999330114689,0.237354687293259,0,0.02,1,1,0.364469701829286,0.260178716182165,0.159199115618661,0.15627592419328,0.0598765421766077,0
mif2h,king2008,Dacca,-3833.31093264482,3.46400807266628,0.103292251560423,18.0256899925842,59.2601672473426,0.0363169306981563,-0.0104229275227317,0.137933962423263,6.53404314387464,-4.03272696572045,4.03371633555551,3.14476969346169,4.72746005129641,-2.29937038614528,-5.55233545040465,-4.09264460698732,-4.26785163182281,-4.91976610316515,-3.71327997426147,2.9800009265474,0.233960721262762,0,0.02,1,1,0.329842873367581,0.251140430883404,0.0591467305404296,0.315014655252358,0.0448553099562276,0
mif2h,king2008,Dacca,-3953.30734113363,6.20537967894098,0.102418654229906,16.6420115006647,39.3575006974673,0.0269392933352135,-0.00920382532624422,2.014561994752,5.64846563320046,-1.76495468078756,3.67515759418395,3.69754245384473,4.08666637088432,-8.37630751000257,-4.84758023635242,-1.97217829930941,-4.52475225595277,-12.9861298335313,-1.54507331247542,2.74792298821506,0.186206169475186,0,0.02,1,1,0.243339041257118,0.468146127660698,0.063458531034955,0.0379275460302843,0.187128754016945,0
mif2h,king2008,Dacca,-3860.43617359542,1.67384309470916,0.103466548124949,15.8924617922867,26.6034758074148,0.0514074385009823,-0.00956102357016398,1.35080160812018,6.03028522304047,-3.01804795043667,3.76553832600989,3.67269831940311,4.02051684904045,-2.30078007027737,-6.94091455347561,-9.39402797183754,-3.95049138411673,-7.37500582063546,-3.65637498671037,3.00373291270303,0.297672048516362,0,0.02,1,1,0.251440378466857,0.247530221872294,0.194620191760524,0.231323691809038,0.0750855160912866,0
mif2h,king2008,Dacca,-3953.98367283496,10.8887083916693,0.107356180548668,12.0434847451713,9.79717756848565,0.0532471056643572,-0.0022954349110116,1.20391758287188,6.2683051203231,-4.81740647834938,4.51871259359369,2.63275883934918,4.11969690128125,-6.29839490802199,-5.54137397877776,-5.73439693208374,-10.7255992155446,-8.09297704574811,-3.57261699492359,2.93186629745158,0.117811741252184,0,0.02,1,1,0.292781586251074,0.229319823990466,0.0884337314707385,0.326440238874892,0.0630246194128289,0
mif2h,king2008,Dacca,-4051.91661806582,7.49992290814986,0.106289540794161,0.602438408111725,111.629415400243,0.35048498658584,-0.00629576462964586,-1.71311383674054,6.08840055326384,-3.62705726227048,-2.05022272965907,-2.77163375612467,5.28315768558107,-9.25693468267436,-10.9030031880115,-7.83241916769566,-7.29916825232132,-5.02101443491073,-8.18893595237419,4.19866349210884,0.186562899900397,0,0.02,1,1,0.474789542679072,0.176387180946301,0.019152460917857,0.197289418295182,0.132381397161588,0
mif2h,king2008,Dacca,-3835.52941159827,0.465701771965588,0.103865192664994,14.3322514653234,13.6811678829064,0.0618609218769388,-0.00700128581849801,-0.742512983977546,7.48315786685501,-7.20468742781074,5.28215438953201,2.45643696700573,4.69802138783631,-3.16486597826963,-8.77983560821103,-6.79169382232084,-12.1236000914662,-10.3308808159711,-2.38858615091863,2.8554331464295,0.240006820432733,0,0.02,1,1,0.330200282707141,0.24569616057375,0.0158122502775386,0.26944086459225,0.13885044184932,0
mif2h,king2008,Dacca,-3846.54488895405,2.13157335782616,0.10381692065133,12.2325835915711,3.91126777327111,0.0642561388963787,-0.00701020394083784,-0.330925815944404,7.70000136403864,-8.18930387307868,4.54188670305038,2.73768475282287,4.65312732323982,-11.9973515250875,-13.4821384169501,-6.67113097035058,-13.4968711645649,-7.67548956940176,-3.68623615976001,2.93685823824429,0.26773538572053,0,0.02,1,1,0.293976986104787,0.247882680341035,0.117335081530421,0.246127728417273,0.0946775236064849,0
mif2h,king2008,Dacca,-3805.43325770861,1.11419300887844,0.108251233432028,19.6974676841474,120.447633581238,0.0409006524401362,-0.00483308644662584,-0.103426469003405,6.35569143081845,-4.48131783769794,4.07892064538982,3.31076303658841,4.40114339692258,-1.63355907861356,0.340367657418402,-3.35542877094606,-4.54995489970251,-7.24335408515365,-5.11686152244904,3.32345675404644,0.300114933988528,0,0.02,1,1,0.448093344718308,0.190512370801036,0.0643466372490706,0.222615133281231,0.074432513950355,0
mif2h,king2008,Dacca,-3956.77755374247,11.6376669024736,0.0999125454823176,0.736866970555923,51.2704534654268,0.0855384562507346,-0.00874020316371149,0.349587582180043,6.01524348170448,-6.44611695352313,3.79718141900106,2.64159258904558,3.46401950258079,-4.91969619986338,-9.79838095862143,-2.07830173448435,-10.2169856840289,-5.63743323509744,-6.55928025118483,4.00383623999182,0.0833157555750527,0,0.02,1,1,0.508910292637819,0.185751570115927,0.00272780055910865,0.280552130808531,0.0220582058786136,0
mif2h,king2008,Dacca,-3803.16619600652,1.14634923916661,0.0990460948149363,19.7273066951305,15.9005175822579,0.0542834106820846,-0.0119395929674663,1.43556941402937,6.06656665189067,-2.85300684776708,3.56301511882967,3.53996042457043,4.3535594822217,0.0059901465111638,-4.94651060692079,-3.84763746538133,-2.80116613308461,-10.2580399331279,-8.2073774270169,3.06461559252415,0.267281680215835,0,0.02,1,1,0.398907029924904,0.333617662435893,0.0223774814332666,0.163760824893529,0.0813370013124077,0
mif2h,king2008,Dacca,-3898.9955881012,8.68262291750454,0.0991204864448971,22.401455322928,3.87843715675177,0.0765650831983678,-0.0100077802842696,2.61532136157745,5.3498881230069,0.5468125136386,4.19401750009453,3.66975950669217,4.24776887762265,-8.07907526804151,-6.23030635381503,-10.6303258003983,-11.3798287755296,-8.95820437790243,-4.32556641700758,3.26540338627831,0.301442536735935,0,0.02,1,1,0.217251145627826,0.487021380407088,0.0740306144373421,0.175528203432411,0.0461686560953327,0
mif2h,king2008,Dacca,-3863.20968359413,4.81904319920749,0.10381698012352,13.3778346241303,7.81370680347344,0.0405330131775834,-0.0109084691895738,0.752975832870133,7.19609602720107,-8.45662878609367,3.75183997981941,3.09134663932693,4.25688397022522,-14.2063133458063,-6.37878854172425,-4.88563139956194,-3.95850194730484,-5.8425293723196,-2.76004636214189,2.99397215595858,0.232391258449032,0,0.02,1,1,0.301967221372256,0.217633980878029,0.00544438980068791,0.372849584571088,0.102104823377939,0
mif2h,king2008,Dacca,-4024.90413897868,10.4297119423859,0.104146862824758,21.9671200453311,20.0267450183995,0.0750491664469207,-0.0128774378565773,1.8973211239336,6.23771308531366,-3.13593159287704,4.40000561770282,3.46688617484195,4.54740185879217,-8.82105034708316,-3.78702029252356,-2.73745906665626,-4.64512523488646,-12.5359190717374,-5.89017999233127,2.7889440971582,0.235538231955979,0,0.02,1,1,0.76360005647891,0.145666476731471,0.0195526440148727,0.0505227134479344,0.0206581093268122,0
mif2h,king2008,Dacca,-3906.10133838799,4.65117764355882,0.108451346158981,13.8801361070679,13.0101044133738,0.0272366824868555,-0.0145662933607642,0.00655945778049291,6.80471184419716,-4.41115153742367,4.24048098088822,3.2393695358088,4.51785684656672,-4.6509031888098,-9.43709320892304,-0.618440115603553,-5.73205927971369,-6.02536602177578,-0.984504068530337,3.7883475842469,0.266756503034868,0,0.02,1,1,0.470010231774225,0.0915290641531171,0.0222053273921114,0.362294133582205,0.053961243098342,0
mif2h,king2008,Dacca,-3861.9471555744,2.37386029331239,0.103368515835868,16.7156765823826,4.72459724243589,0.0561136256453373,-0.0101985934042882,1.2919995545426,6.49925831377501,-4.09032813138656,4.93729769799645,2.95238449793454,4.36891862261098,-0.775515162674176,-5.46253501727685,-10.2614165338019,-9.94251305299688,-9.83878053180935,-10.417446633648,3.22573743976224,0.266021085309905,0,0.02,1,1,0.210261736825666,0.61438639927573,0.160177260822179,0.0104389419627549,0.00473566111366958,0
mif2h,king2008,Dacca,-3820.34585415466,3.40859196996121,0.108262967268626,17.2789069727528,45.8319247860927,0.0334190649458135,4.35005670656158e-4,0.638374505664295,6.33100060948415,-3.07297756104007,2.80551144797896,3.43862965077296,4.29445004561573,-2.17941392961776,-1.35893039891146,-5.87514947816769,-0.762453710190646,-11.3267694202493,-4.44901310508815,3.46876737557553,0.230295954546861,0,0.02,1,1,0.396628973093741,0.25502127248229,0.127950624641417,0.189643372614068,0.0307557571684841,0
mif2h,king2008,Dacca,-3848.83939571522,3.44247129324235,0.0992108723190096,15.6969179728139,5.00704582289998,0.0523068625785595,-0.00574201654830932,0.944971500895259,6.57533875494583,-3.88231188143362,4.100458408286,3.33723947926759,4.08360782767768,-5.06392389560677,-9.67629523361535,-5.30951220364545,-8.79031478965354,-7.09366186347458,-4.71665665494164,3.14485587923628,0.273073214879901,0,0.02,1,1,0.320503267500196,0.257275247448432,0.041335507001362,0.352727325624823,0.0281586524251875,0
mif2h,king2008,Dacca,-3828.88905815011,2.0860692323392,0.104508612420824,14.3091484594509,14.8815631530335,0.035064162552949,-0.00601916619885969,1.1964170292527,6.15266004314603,-3.61596939415318,3.13631269319264,3.12770911437126,4.47408421686286,-7.42502473264095,-5.49090873683392,-5.46164334238583,-3.86072944189395,-4.30586583384167,-9.06937926571292,3.48581721794252,0.282360410842799,0,0.02,1,1,0.355057129109249,0.369122577805739,0.0913823505086838,0.113276854983697,0.0711610875926313,0
mif2h,king2008,Dacca,-3860.01574742745,2.86233878557501,0.120249150064256,17.3024512367916,73.812994699791,0.0219366613655835,-0.00785978639967666,1.15317931813435,6.00908077481586,-1.63860899627649,3.5495183814363,3.77840763936271,4.34072826591898,-5.80572476635948,-10.1589935338292,-4.31856589836457,-3.38592702308482,-6.01336007819188,-1.62990164959168,3.77845604342498,0.257327023862846,0,0.02,1,1,0.58691746368156394,0.130382870819983,0.0700337514764375,0.0839149585761112,0.128750955445904,0
mif2h,king2008,Dacca,-3819.85443984761,2.49634356883454,0.0990414027372996,18.8365417497157,10.2740766108412,0.0598041390400036,6.46615317632559e-4,1.22128570610626,5.81027143023853,-2.98786326044005,3.29614714231245,3.49193218361347,4.22309832386507,0.459345521618823,-6.55893304476916,-6.35372081373569,-2.42955069040026,-9.65877717060117,-9.85770956809907,3.42890142321018,0.197692507004357,0,0.02,1,1,0.262537281055672,0.226678710721447,0.0687608239861848,0.328641260133552,0.113381924103144,0
mif2h,king2008,Dacca,-3802.12577055223,0.951894901545365,0.1025211132235,20.7060355251187,3.74137360778034,0.100084114578011,-0.00873423545775923,2.10331914705338,5.49746838418906,-1.09199124110184,3.58953344461479,3.70178363043431,4.08066553522002,-10.6487522560233,-7.66917075521755,-2.58328044405154,-6.24173142239158,-7.48137298420891,-6.34577967119348,2.83052346106064,0.298098472402424,0,0.02,1,1,0.324394856896282,0.251869361724367,0.0626605868917745,0.268895320428472,0.0921798740591035,0
mif2h,king2008,Dacca,-3856.20071356121,4.58455885477565,0.100177191230986,8.88113537114045,15.5542309962253,0.035380810533754,-0.014235818979602,-0.559504205496463,7.30162140021114,-8.29759322882966,4.28113377080793,3.07819200846311,4.32310974406056,-5.19946824684758,-6.88147124509686,-7.58551839802125,-2.54361409747986,-11.5464942081683,-2.80918747365839,3.59643557528359,0.119028002028792,0,0.02,1,1,0.284119573893538,0.442441826085587,0.127466485326749,0.13549175821045,0.0104803564836754,0
mif2h,king2008,Dacca,-3915.07698709398,2.46279497400895,0.120353244543076,12.1585902623363,3.45185814569933,0.0572926542570701,-0.0140898221496461,1.09417445797921,7.15224001939847,-9.52959489947,3.76775107635193,3.33523750923317,4.15416076265195,-7.14643051842802,-8.28748049201407,-10.9362054160227,-1.8751075360853,-8.07284065218821,-5.96128481409201,2.82191142582023,0.352950366716568,0,0.02,1,1,0.212246926971959,0.24208862065835,0.255780114591151,0.169086902739671,0.120797435038869,0
mif2h,king2008,Dacca,-3878.54683108856,4.49194150047532,0.0995227051443524,18.0372349461308,86.3202566738533,0.163656137393343,-3.04638814888747e-5,-0.461884129703497,6.50244658054017,-4.09914731780948,4.3926439708465,2.91170416706194,4.62235423979301,-2.33627863665077,-2.52415612302658,-7.36282699215744,-8.73745815615471,-10.5675423920124,-7.8128781208731,3.41895940552274,0.155140781108559,0,0.02,1,1,0.542855616540346,0.328003680550879,0.0695567633974593,0.0476586878676782,0.0119252516436375,0
mif2h,king2008,Dacca,-3875.8139094821,4.80213411589278,0.104565121266577,16.5054817323645,62.1563256753366,0.0324905930057953,-0.00758429261196221,1.55248001134075,5.81427308268809,-2.13129103657505,3.07268040239083,3.6470371508482202,4.08656037314568,-9.38743460380399,-4.64343228073393,-5.47284154175283,-5.67927549393606,-2.02983410352762,-11.0994738684034,2.707116384436,0.241926644910618,0,0.02,1,1,0.396094722770894,0.191627300561597,0.0962593975265939,0.276691294103067,0.0393272850378478,0
mif2h,king2008,Dacca,-3875.02209455745,4.90747190751235,0.0990869297583898,20.7790309979231,70.5303642802119,0.0418220886313942,-0.00111038988118866,0.717174157756768,6.2699766370576,-3.10653757458946,4.60884218171166,3.19352519512267,4.44674257716127,-6.02578311811936,-0.427550400095134,-7.68376971277261,-12.2040818679107,-5.99196783970737,-5.75073351903702,2.96096029913897,0.218741506693189,0,0.02,1,1,0.339410339379535,0.498180768549588,0.0286212154228861,0.0259694403527579,0.107818236295233,0
mif2h,king2008,Dacca,-3846.28203756121,3.01179796150227,0.0989081278774473,26.2617215849722,12.8687477558745,0.0642349715619528,-0.00917634711468687,2.48548943510442,5.26009768196608,0.820915645417495,2.98216284753126,4.19068095427368,4.05426117204756,-8.33650300164887,-6.60160550670852,-6.16087959276448,-2.4287321428504,-8.21321599153678,-2.28797410105298,2.9848232831496,0.270097392579267,0,0.02,1,1,0.294637081287578,0.437820009333674,0.0795862601462774,0.105947238599514,0.0820094106329568,0
mif2h,king2008,Dacca,-3971.31468084863,3.62028750387432,0.103853508697616,16.1107368897474,19.0768206190753,0.0345532025009289,-0.0190986168077884,0.483933081129783,7.22359721889546,-6.49843441636811,4.27838925160043,3.3849174971735,4.61391845640569,-0.458836741942856,-6.75599700667969,-2.25767891746021,-3.15324449615611,-8.42543069195647,-1.86964613395105,2.94094553321579,0.29228656093648703,0,0.02,1,1,0.784915227020399,0.0669325282038242,0.103462285204976,0.00176251602101152,0.0429274435497895,0
mif2h,king2008,Dacca,-3927.81078468286,4.39106977026118,0.099517952269978,18.5571439134774,2.37501314013551,0.0946121928331992,-0.00332847591404939,0.435679725383419,6.78975192423196,-3.29005186951234,4.56196936369397,3.14041381461831,4.18811266138459,-3.81204196130537,-4.98119800596044,-9.23248051858591,-10.4299345702846,-12.1568249003625,-1.21082140253793,3.57454488429659,0.224165620997057,0,0.02,1,1,0.533865674767721,0.184486906449366,0.0796904284807559,0.0909573329734458,0.110999657328711,0
mif2h,king2008,Dacca,-3951.98978552435,1.70641650483381,0.0997323739528656,0.736412984422195,54.7426891691501,0.610424867415764,-0.0145646424571004,-0.964385002278285,5.87143907956661,-4.78795915516481,2.78867661577201,3.19579148865098,3.21816124918185,-12.422583919428,-9.50772236105439,-8.79072961997265,-8.26479458081466,-6.32938826498341,-6.68745474809203,3.9647296274232,0.249561678536679,0,0.02,1,1,0.562124045625784,0.281407750431744,0.00977987100850437,0.134281654374474,0.0124066785594925,0
mif2h,king2008,Dacca,-3857.35853818957,2.17388176700279,0.109056736297078,9.73113580846009,31.4614196159279,0.172208773747359,-0.00997221340894803,0.115689021587556,6.51270082529375,-5.48568880412131,3.30534748188388,3.20282324868062,3.64854193662591,-3.69360669773099,-6.72154999851774,-7.30411094109744,-7.26602421968269,-6.4602497932479,-6.52248880317336,3.05162741397755,0.188852273879813,0,0.02,1,1,0.569326036329274,0.125565267537271,0.0664387416069247,0.219890260875114,0.0187796936514167,0
mif2h,king2008,Dacca,-3830.208284,5.90061775258138,0.109252401192983,15.6209756583585,133.590312788636,0.0345568367204891,-0.00622795913423831,1.08160990222326,6.16611103703335,-3.93127938678749,4.13795213319257,3.24839527392756,4.12380308702108,-9.24827275878168,-4.92572196306286,0.0956793369039386,-10.1369254662249,-10.4550394594446,-3.5982611110864,3.31059204444436,0.193909149691304,0,0.02,1,1,0.435086455394457,0.0912798133494952,0.111919743326248,0.274659355228342,0.0870546327014572,0
mif2h,king2008,Dacca,-3871.56861961175,3.76623120567424,0.099443993502193,21.2207221877646,17.1758182145127,0.0626620255193959,-0.0118314538457742,2.25436903864691,5.19019935299408,0.194771737030195,3.09309452766,4.02955921118803,3.98411616288129,-4.03782567569149,-8.29027314920523,-5.67739504427168,-4.44168828158705,-5.48046233272116,-3.50265345958826,3.26162232288028,0.247496476552468,0,0.02,1,1,0.342882235033356,0.294345610042513,0.00353730318543149,0.267413944675871,0.0918209070628277,0
mif2h,king2008,Dacca,-3852.03799724426,1.28302428220085,0.110283867981699,14.2506457529283,11.3741245103402,0.0339814478162112,-0.0117780735934483,0.153275529579133,7.15353281076758,-6.45670050010216,3.83080445716997,3.2838650595157,4.39817895826329,-5.7210318463007,-9.14104507648265,-4.33999005314915,-3.76117432900952,-5.36976848521622,-5.12025524394213,2.781590338141,0.27086867196429,0,0.02,1,1,0.228923035427978,0.249447229117834,0.140633410590142,0.356373030857931,0.0246232940061147,0
mif2h,king2008,Dacca,-3844.4886787798,2.52409801407096,0.104210055536694,12.8230590768875,3.65507872445052,0.13917123986345,-0.00733602532727385,-0.0978523951014748,7.44503412868363,-8.01518620482815,4.90120003532011,2.61209386583674,4.58616443290006,-2.65574209781565,-6.64300043063325,-6.82533155001346,-6.26043441429613,-5.64904537928556,-7.18633807109723,3.21333649381481,0.311451920303387,0,0.02,1,1,0.259170652071849,0.473048954805165,0.0959347618946044,0.0925600466710427,0.0792855845573388,0
mif2h,king2008,Dacca,-3877.68161727952,3.46091791091557,0.0999937472740809,15.3870694468237,8.93898189872113,0.0366041704855187,-0.00462173120314184,0.576412937954509,7.09142010657632,-6.6533934041976,3.17875150209055,3.04453884413266,4.30483372426853,-5.93158894201423,-7.0870653147122,-8.92558609543086,-2.49706377985748,-4.20541560647025,-8.77500944611337,3.05538486425954,0.273355744326362,0,0.02,1,1,0.46346401750691,0.303815289710662,0.0171397270557991,0.0674854888939102,0.148095476832719,0
mif2h,king2008,Dacca,-3829.98578279465,2.0812870967057,0.10904253674878,22.9713560424802,18.1539118131328,1.195271858719,-0.00536747280602925,1.31300143397579,5.71076257936853,-1.47891029349757,3.80003837385695,3.59337775887417,4.12284498379924,-4.22844105383286,-8.04365501448999,-4.6574200583611,-9.39266676683323,-9.3372802438312,-8.75905694713799,2.71259105186606,0.291218604974427,0,0.02,1,1,0.384980045170455,0.0389071717531221,0.00935932250766264,0.512165325280191,0.0545881352885696,0
mif2h,king2008,Dacca,-3871.92502792489,13.937243585413,0.0994898237784703,13.6886528095925,1.41228039620752,0.164326482752688,-6.78685356183276e-4,1.61475119991591,5.77535708476732,-3.70185392248048,4.11690162038652,3.4865967318139,3.76379763460477,-4.23357585850849,-8.37692778839437,-6.34926818491317,-15.5272737225413,-4.78638763672386,-6.00904982885482,3.69765304128932,0.144853701604492,0,0.02,1,1,0.265241646671225,0.132818234374021,0.241993011825412,0.265170571781015,0.0947765353483277,0
mif2h,king2008,Dacca,-3963.12237015319,2.84224504418765,0.0996694426404105,15.8746956982901,13.7484806608493,0.0380469879536659,-0.0141913141080383,1.47855385582196,5.97797034728709,-1.90186098946643,4.25529603978485,3.37285108034793,4.26795321540109,-10.6297524588908,-8.02420858574179,-8.25582158357921,-12.1520185765198,-1.00548848376755,-5.42413482561757,3.02454507179765,0.341322764368281,0,0.02,1,1,0.43287673504021,0.377233707806458,0.0266120456656019,0.0899142040935408,0.073363307394189,0
mif2h,king2008,Dacca,-3822.48192828265,1.79066386596823,0.109285526209407,13.0826104883814,10.6503968491996,0.0467107015373328,-0.00315689369345686,0.0843956196794809,6.92567530158753,-6.6214750939537,4.0307602006679,2.90633907150635,4.1563674239526,-4.42897806200088,-12.7690331048106,-10.6356136916571,-1.98433344784998,-7.28547298208245,-5.44629612087373,3.01641455562358,0.282035225723496,0,0.02,1,1,0.433338381776297,0.271258151070563,0.0227961112476182,0.266592757582988,0.00601459832253358,0
mif2h,king2008,Dacca,-4175.88168227111,11.5361737799942,0.0996479831139247,13.2976093246598,2.77311677986799,0.0938935527810434,-0.0196201813103402,1.16644175350717,6.4584445633661,-3.08595202555004,4.21052581895679,3.43702218729801,4.30569245470263,-8.24175748478209,-2.80189521916923,-3.95811721753243,-8.54386341487002,-7.13660845167242,-10.7907364210491,2.85868695932814,0.270601989315113,0,0.02,1,1,0.367459046325134,0.15328920448055,0.141463099936315,0.336424355609409,0.00136429364859166,0
