## Data on COVID-19 cases by variant in several countries.
## Accessed on 2024-01-22 from
## https://ourworldindata.org/grapher/covid-variants-area?time=earliest..2023-12-04&facet=none&country=~USA
Entity,Code,Day,Alpha,Beta,Gamma,Delta,Omicron (BA.2),Omicron (BA.1),Omicron (BA.5),Omicron (BA.4),Omicron (BA.2.12.1),Omicron (BA.2.75),Omicron (BQ.1),Omicron (XBB),Omicron (XBB.1.5),Omicron (XBB.1.16),Omicron (CH.1.1),Omicron (XBB.1.9),Omicron (XBB.2.3),Omicron (EG.5.1),Recombinant,non_who
Italy,ITA,2020-10-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
Italy,ITA,2020-10-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
Italy,ITA,2020-11-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
Italy,ITA,2020-11-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
Italy,ITA,2020-12-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
Italy,ITA,2020-12-21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
Italy,ITA,2021-01-04,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
Italy,ITA,2021-01-18,173,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778
Italy,ITA,2021-02-01,320,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
Italy,ITA,2021-02-15,1035,7,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864
Italy,ITA,2021-03-01,1727,11,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189
Italy,ITA,2021-03-15,3243,15,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811
Italy,ITA,2021-03-29,3422,20,147,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
Italy,ITA,2021-04-12,3291,21,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
Italy,ITA,2021-04-26,3913,9,214,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Italy,ITA,2021-05-10,2259,13,182,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Italy,ITA,2021-05-24,2016,20,340,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
Italy,ITA,2021-06-07,1165,4,209,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Italy,ITA,2021-06-21,726,1,161,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
Italy,ITA,2021-07-05,934,4,233,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Italy,ITA,2021-07-19,392,2,131,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Italy,ITA,2021-08-02,153,3,40,4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Italy,ITA,2021-08-16,31,2,8,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Italy,ITA,2021-08-30,7,0,0,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,ITA,2021-09-13,13,0,0,2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,2021-09-27,4,1,0,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,2021-10-11,5,0,0,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Italy,ITA,2021-10-25,37,0,1,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Italy,ITA,2021-11-08,0,0,0,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Italy,ITA,2021-11-22,0,0,0,3776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Italy,ITA,2021-12-06,0,0,0,3141,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,ITA,2021-12-20,0,0,0,3787,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Italy,ITA,2022-01-03,0,0,0,2238,1,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,ITA,2022-01-17,0,0,0,502,13,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,2022-01-31,0,0,0,155,76,3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,2022-02-14,0,0,0,53,264,4238,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Italy,ITA,2022-02-28,0,0,0,8,466,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Italy,ITA,2022-03-14,1,0,0,3,1293,1292,2,0,0,0,0,0,0,0,0,0,0,0,14,0
Italy,ITA,2022-03-28,0,0,0,1,1906,666,0,0,1,0,0,0,0,0,0,0,0,0,4,1
Italy,ITA,2022-04-11,0,0,0,0,3540,619,0,1,0,0,0,0,0,0,0,0,0,0,16,2
Italy,ITA,2022-04-25,0,0,0,0,2316,183,1,4,2,0,0,0,0,0,0,0,0,0,15,1
Italy,ITA,2022-05-09,0,0,0,1,3491,100,7,31,8,0,0,0,0,0,0,0,0,0,26,2
Italy,ITA,2022-05-23,0,0,0,0,1977,18,39,30,13,0,0,0,0,0,0,0,0,0,12,0
Italy,ITA,2022-06-06,0,0,0,0,1119,9,215,109,37,0,0,0,0,0,0,0,0,0,4,0
Italy,ITA,2022-06-20,0,0,0,0,1068,7,789,276,99,0,0,0,0,0,0,0,0,0,5,0
Italy,ITA,2022-07-04,0,0,0,0,346,8,1430,311,73,0,0,0,0,0,0,0,0,0,4,0
Italy,ITA,2022-07-18,0,0,0,0,209,5,3082,450,50,0,0,0,0,0,0,0,0,0,9,0
Italy,ITA,2022-08-01,0,0,0,0,70,1,2063,193,11,0,0,0,0,0,0,0,0,0,13,0
Italy,ITA,2022-08-15,0,0,0,0,10,1,2077,166,11,1,0,0,0,0,0,0,0,0,11,0
Italy,ITA,2022-08-29,0,0,0,0,15,0,899,59,1,2,0,0,0,0,0,0,0,0,4,0
Italy,ITA,2022-09-12,0,0,0,0,7,1,1293,72,0,8,3,0,0,0,0,0,0,0,16,0
Italy,ITA,2022-09-26,0,0,0,0,5,0,1185,44,1,10,42,1,0,0,0,0,0,0,2,0
Italy,ITA,2022-10-10,0,0,0,0,5,0,1748,84,1,30,106,10,0,0,0,0,0,0,4,0
Italy,ITA,2022-10-24,0,0,0,0,9,1,1445,40,0,31,241,25,0,0,0,0,0,0,3,0
Italy,ITA,2022-11-07,0,0,0,0,9,0,870,49,0,41,368,24,0,0,2,0,0,0,2,0
Italy,ITA,2022-11-21,0,0,0,0,19,0,1086,38,0,47,729,71,0,0,1,0,0,0,2,0
Italy,ITA,2022-12-05,0,0,0,0,5,1,541,11,0,50,726,37,4,0,6,0,0,0,8,0
Italy,ITA,2022-12-19,0,0,0,0,9,0,643,16,0,94,1478,68,4,0,15,0,0,0,17,0
Italy,ITA,2023-01-02,0,0,0,0,5,0,291,11,0,50,810,23,7,0,11,0,0,0,14,0
Italy,ITA,2023-01-16,0,0,0,0,12,0,324,4,0,78,1356,28,24,0,44,2,0,0,49,0
Italy,ITA,2023-01-30,0,0,0,0,2,0,154,1,0,54,857,34,66,0,53,4,0,0,91,0
Italy,ITA,2023-02-13,0,0,0,0,2,0,96,4,0,48,678,17,156,0,64,24,0,0,79,0
Italy,ITA,2023-02-27,0,0,0,0,5,0,50,2,0,32,512,25,305,1,90,50,2,0,43,0
Italy,ITA,2023-03-13,0,0,0,0,4,0,19,0,0,19,339,23,435,1,61,139,5,0,68,0
Italy,ITA,2023-03-27,0,0,0,0,1,0,8,0,0,6,154,9,465,0,53,147,4,1,31,0
Italy,ITA,2023-04-10,0,0,0,0,0,0,4,0,0,7,97,13,494,5,37,276,16,1,24,0
Italy,ITA,2023-04-24,0,0,0,0,0,0,2,0,0,2,49,16,461,18,34,227,4,0,4,0
Italy,ITA,2023-05-08,0,0,0,0,0,0,0,0,0,8,22,12,285,14,25,211,20,0,6,0
Italy,ITA,2023-05-22,0,0,0,0,1,0,0,0,0,3,8,7,212,21,24,183,22,0,11,0
Italy,ITA,2023-06-05,0,0,0,0,2,0,1,0,0,2,7,14,161,40,13,156,17,2,7,0
Italy,ITA,2023-06-19,0,0,0,0,0,0,2,0,0,0,2,5,128,39,14,132,22,3,3,0
Italy,ITA,2023-07-03,0,0,0,0,0,0,0,0,0,0,0,2,57,10,2,55,13,6,3,0
Italy,ITA,2023-07-17,0,0,0,0,0,0,1,0,0,0,3,2,61,28,14,46,20,17,2,0
Italy,ITA,2023-07-31,0,0,0,0,0,0,0,0,0,0,1,8,32,22,2,33,16,19,5,0
Italy,ITA,2023-08-14,0,0,0,0,0,0,0,0,0,0,0,4,35,54,9,28,12,57,4,0
Italy,ITA,2023-08-28,0,0,0,0,0,0,1,0,0,0,0,2,75,74,10,59,47,198,15,0
Italy,ITA,2023-09-11,0,0,0,0,0,0,1,0,0,0,0,13,100,79,29,88,52,257,27,0
Italy,ITA,2023-09-25,0,0,0,0,2,0,0,0,0,0,0,18,88,109,35,128,86,408,28,0
Italy,ITA,2023-10-09,0,0,0,0,2,0,0,0,0,0,0,13,66,76,27,85,58,357,30,0
Italy,ITA,2023-10-23,0,0,0,0,10,0,0,0,0,0,0,14,87,75,23,91,46,411,27,0
Italy,ITA,2023-11-06,0,0,0,0,20,0,0,0,0,0,0,7,56,26,7,48,24,223,25,0
Italy,ITA,2023-11-20,0,0,0,0,69,0,0,0,0,0,0,2,87,21,8,72,25,378,29,0
Italy,ITA,2023-12-04,0,0,0,0,91,0,0,0,0,0,0,0,34,17,6,60,6,198,12,0
Jamaica,JAM,2021-12-20,0,0,0,92,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-01-03,0,0,0,13,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-01-17,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-01-31,0,0,0,1,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-02-14,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-04-25,0,0,0,0,123,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-05-09,0,0,0,0,173,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-05-23,0,0,0,0,450,0,1,0,50,0,0,0,0,0,0,0,0,0,2,0
Jamaica,JAM,2022-06-06,0,0,0,0,94,0,0,5,37,0,0,0,0,0,0,0,0,0,1,0
Jamaica,JAM,2022-06-20,0,0,0,0,135,0,4,9,49,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-08-01,0,0,0,0,10,0,94,82,4,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-08-15,0,0,0,0,0,0,52,57,2,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-08-29,0,0,0,0,0,0,71,69,1,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2022-09-12,0,0,0,0,0,0,58,69,0,2,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2023-01-16,0,0,0,0,0,0,2,0,0,1,67,1,55,0,1,0,0,0,0,0
Japan,JPN,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
Japan,JPN,2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Japan,JPN,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Japan,JPN,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
Japan,JPN,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
Japan,JPN,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804
Japan,JPN,2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
Japan,JPN,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163
Japan,JPN,2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498
Japan,JPN,2020-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
Japan,JPN,2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529
Japan,JPN,2020-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
Japan,JPN,2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703
Japan,JPN,2020-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835
Japan,JPN,2020-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843
Japan,JPN,2020-12-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036
Japan,JPN,2020-12-21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312
Japan,JPN,2021-01-04,25,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611
Japan,JPN,2021-01-18,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4546
Japan,JPN,2021-02-01,90,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3114
Japan,JPN,2021-02-15,107,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652
Japan,JPN,2021-03-01,113,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079
Japan,JPN,2021-03-15,312,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
Japan,JPN,2021-03-29,1130,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730
Japan,JPN,2021-04-12,2983,20,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875
Japan,JPN,2021-04-26,6033,8,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686
Japan,JPN,2021-05-10,9570,9,15,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133
Japan,JPN,2021-05-24,7943,4,5,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
Japan,JPN,2021-06-07,4310,4,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
Japan,JPN,2021-06-21,3915,5,2,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Japan,JPN,2021-07-05,3701,5,2,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Japan,JPN,2021-07-19,4366,5,1,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Japan,JPN,2021-08-02,4109,3,1,12534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Japan,JPN,2021-08-16,1738,0,2,19186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Japan,JPN,2021-08-30,932,0,6,31374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Japan,JPN,2021-09-13,168,0,3,16302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
Japan,JPN,2021-09-27,15,0,0,5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Japan,JPN,2021-10-11,1,0,1,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Japan,JPN,2021-10-25,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Japan,JPN,2021-11-08,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2021-11-22,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2021-12-06,0,0,0,306,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2021-12-20,0,0,0,560,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2022-01-03,0,0,0,896,23,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2022-01-17,0,0,0,1392,350,19785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2022-01-31,0,0,0,308,462,21254,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Japan,JPN,2022-02-14,0,0,0,69,365,10989,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,2022-02-28,0,0,0,21,932,9035,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Japan,JPN,2022-03-14,0,0,0,9,2185,7192,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Japan,JPN,2022-03-28,0,0,0,3,4163,4644,3,0,0,0,0,0,0,0,0,0,0,0,9,0
Japan,JPN,2022-04-11,0,0,0,1,8499,3094,0,0,4,0,0,0,0,0,0,0,0,0,9,0
Japan,JPN,2022-04-25,0,0,0,0,9048,1349,0,1,18,0,0,0,0,0,0,0,0,0,7,0
Japan,JPN,2022-05-09,0,0,0,0,9165,469,9,6,124,0,0,0,0,0,0,0,0,0,18,0
Japan,JPN,2022-05-23,0,0,0,0,10799,188,27,19,240,0,0,0,0,0,0,0,0,0,28,0
Japan,JPN,2022-06-06,0,0,0,0,8345,70,155,40,321,0,0,0,0,0,0,0,0,0,30,0
Japan,JPN,2022-06-20,0,0,0,0,6604,12,518,43,195,3,0,0,0,0,0,0,0,0,15,0
Japan,JPN,2022-07-04,0,0,0,0,5913,10,3731,202,329,4,0,0,0,0,0,0,0,0,21,0
Japan,JPN,2022-07-18,0,0,0,0,6448,7,22532,568,766,35,0,0,0,0,0,0,0,0,28,0
Japan,JPN,2022-08-01,0,0,0,0,2030,0,21170,265,255,73,0,0,0,0,0,0,0,0,22,0
Japan,JPN,2022-08-15,0,0,0,0,498,1,16029,116,83,47,1,0,0,0,0,0,0,0,22,0
Japan,JPN,2022-08-29,0,0,0,0,177,0,16862,80,24,48,0,0,0,0,0,0,0,0,25,0
Japan,JPN,2022-09-12,0,0,0,0,73,0,13272,55,8,38,2,1,0,0,0,0,0,0,41,0
Japan,JPN,2022-09-26,0,0,0,0,81,1,10609,39,1,48,15,7,0,0,0,0,0,0,27,0
Japan,JPN,2022-10-10,0,0,0,0,58,0,8292,20,0,105,47,17,0,0,2,0,0,0,13,0
Japan,JPN,2022-10-24,0,0,0,0,78,0,8378,24,0,147,157,47,0,0,6,0,0,0,9,0
Japan,JPN,2022-11-07,0,0,0,0,114,0,9050,13,1,270,419,56,0,0,26,0,0,0,17,0
Japan,JPN,2022-11-21,0,0,0,0,153,0,12278,22,0,665,1150,74,0,0,65,4,0,0,34,0
Japan,JPN,2022-12-05,0,0,0,0,146,0,14431,43,0,1106,1851,86,1,0,208,6,0,0,71,0
Japan,JPN,2022-12-19,0,0,0,0,229,0,15096,18,1,1478,2794,78,10,0,278,3,0,0,54,0
Japan,JPN,2023-01-02,0,0,0,0,215,0,12550,9,0,1514,2914,44,21,0,239,6,0,0,76,0
Japan,JPN,2023-01-16,0,0,0,0,156,0,9880,3,0,1490,2750,27,21,0,241,3,0,0,76,0
Japan,JPN,2023-01-30,0,0,0,0,71,0,6427,1,0,1179,2082,17,45,0,196,2,0,0,92,0
Japan,JPN,2023-02-13,0,0,0,0,50,0,3922,2,0,958,1326,9,60,0,137,16,0,0,80,0
Japan,JPN,2023-02-27,0,0,0,0,43,0,2373,0,0,668,686,2,99,0,73,37,0,0,45,0
Japan,JPN,2023-03-13,0,0,0,0,27,0,1321,0,0,526,433,5,228,22,42,101,7,0,38,0
Japan,JPN,2023-03-27,0,0,0,0,19,0,844,0,0,396,354,3,412,102,32,161,35,3,51,0
Japan,JPN,2023-04-10,0,0,0,0,16,0,560,0,0,290,265,4,676,244,72,379,73,6,37,0
Japan,JPN,2023-04-24,0,0,0,0,19,6,346,0,0,169,252,7,793,531,45,569,110,7,32,0
Japan,JPN,2023-05-08,0,0,0,0,34,0,214,0,0,154,199,19,867,766,83,787,185,10,28,0
Japan,JPN,2023-05-22,0,0,0,0,17,0,67,0,0,64,37,5,302,365,40,338,119,11,17,0
Japan,JPN,2023-06-05,0,0,0,0,8,0,54,0,0,58,36,7,403,520,37,476,155,58,36,0
Japan,JPN,2023-06-19,0,0,0,0,8,0,47,0,0,65,25,4,442,697,64,584,247,141,29,0
Japan,JPN,2023-07-03,0,0,0,0,18,0,44,0,0,66,19,4,500,853,80,626,285,260,24,0
Japan,JPN,2023-07-17,0,0,0,0,9,0,22,0,0,50,20,3,478,843,78,622,314,405,37,0
Japan,JPN,2023-07-31,0,0,0,0,1,0,50,0,0,54,7,4,609,864,89,709,330,687,38,0
Japan,JPN,2023-08-14,0,0,0,0,6,0,31,0,0,30,22,3,600,878,95,599,296,912,39,0
Japan,JPN,2023-08-28,0,0,0,0,4,0,17,0,0,32,7,3,612,712,99,591,229,1220,28,0
Japan,JPN,2023-09-11,0,0,0,0,10,0,22,0,0,24,2,2,661,636,103,450,246,1375,41,0
Japan,JPN,2023-09-25,0,0,0,0,15,0,11,0,0,10,5,2,551,375,89,278,117,1111,31,0
Japan,JPN,2023-10-09,0,0,0,0,21,0,11,0,0,8,2,1,401,195,50,173,59,820,23,0
Japan,JPN,2023-10-23,0,0,0,0,28,0,1,0,0,8,0,0,184,88,13,69,27,500,13,0
Japan,JPN,2023-11-06,0,0,0,0,43,0,0,0,0,3,0,0,139,42,11,32,29,429,24,0
Japan,JPN,2023-11-20,0,0,0,0,45,0,3,0,0,1,0,0,92,20,5,22,10,337,16,0
Japan,JPN,2023-12-04,0,0,0,0,25,0,0,0,0,0,0,0,23,5,0,4,5,102,3,0
Jordan,JOR,2020-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
Kazakhstan,KAZ,2021-09-13,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2021-11-22,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2022-01-17,0,0,0,51,3,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kazakhstan,KAZ,2022-01-31,1,0,0,25,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2022-02-14,0,0,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2022-08-01,0,0,0,0,2,0,257,4,0,0,0,0,0,0,0,0,0,0,2,0
Kazakhstan,KAZ,2022-08-15,0,0,0,0,0,0,117,1,0,0,1,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2022-08-29,0,0,0,0,1,0,265,2,0,0,2,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,2023-01-02,0,0,0,0,1,0,95,0,0,0,4,0,1,0,2,0,0,0,0,0
Kenya,KEN,2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
Kenya,KEN,2020-11-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366
Kenya,KEN,2020-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
Kenya,KEN,2020-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Kenya,KEN,2021-03-01,87,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Kenya,KEN,2021-03-15,135,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Kenya,KEN,2021-03-29,173,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Kenya,KEN,2021-04-12,129,29,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Kenya,KEN,2021-04-26,123,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Kenya,KEN,2021-05-10,94,33,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Kenya,KEN,2021-05-24,74,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kenya,KEN,2021-06-07,70,7,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kenya,KEN,2021-06-21,53,2,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2021-07-05,23,4,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenya,KEN,2021-07-19,13,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2021-08-02,4,1,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenya,KEN,2021-08-16,2,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenya,KEN,2021-08-30,1,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2021-09-13,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2021-09-27,2,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2021-12-20,0,0,0,52,1,927,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kenya,KEN,2022-01-03,0,0,0,7,3,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2022-01-17,0,0,0,3,1,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2022-06-20,0,0,0,0,23,1,213,76,7,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2022-07-04,0,0,0,0,6,0,197,58,2,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2022-07-18,0,0,0,0,4,0,80,21,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,2022-12-05,0,0,0,0,0,0,0,1,0,6,87,6,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,2021-08-02,3,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,2021-08-16,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,2021-08-30,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,2021-09-13,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,2021-09-27,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,2022-02-28,0,0,0,0,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2021-08-30,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2021-09-27,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2021-10-11,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2021-11-08,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2021-11-22,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2022-03-28,0,0,0,12,122,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,2022-04-11,0,0,0,1,130,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,2020-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
Latvia,LVA,2021-02-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
